,Unnamed: 0,Original_sentence,translated_sentence,predicted_summaries
1195,45,"['कालांतर में उड़ीसा की राजधानी बननेवाला कटक उन दिनों बंगाल प्रेजीडेंसी के दूरस्थ अंचल का एक छोटा-सा कसबा था, जिसका कलकत्ता से रेल-संबंध तक नहीं था.']",उस वक्‍त ओरा नाम के एक छोटे - से कसबे में एक छोटा - सा शहर था ।,दक्षिण अफ़्रीका की राजधानी ढाका में जब तक एक शहर नया नहीं था - उस वक् त यहां एक छोटा और भयानक हादसा हुआ था।
1196,46,['लेकिन इससे भी बालक को किसी तरह की खुशी नहीं मिली.'],लेकिन बच्चा निराश हो गया ।,एक बच्चे की तस्वीर वायरल हो गई थी और उसके बाद उसकी मौत हुई.
1197,47,['यह उनसे आशा भी की जा सकती है क़्योंकि वे ही इस अत्यधिक प्रतिस्पर्धात्मक निर्यात बाज़ार में अच्छी गुणवत्ता का कपड़ा देने में समर्थ हैं.'],यह केवल अपेक्षा की जाती है कि केवल वे ही एक ऐसी होड़ वाली बाजार में गुणवत्ता के कपड़ों को प्रदान करने की क्षमता रख सकते हैं ।,कपड़ों की गुणवत्ता को लेकर ब्रिटेन में कई लोगों का ध्यान केंद्रित किया जा रहा है.
1198,48,['जानवर के उत्तेजित होने पर अथवा काम कर रहे होने पर तापमान बढ़ जाता है.'],यह तापमान तब बढ़ता है जब जानवर उत्तेजित हो जाता है या काम में लग जाता है ।,दक्षिण अफ्रीका में तापमान लगातार बढ़ता जा रहा है और इसका असर जलवायु परिवर्तन पर है.
1199,49,['इसलिए यदि भोजन की क्रिया समाप्त हो चुकी हो तो उस स्थान को धोकर और लीप कर फिर पवित्र Zकर दिया जाता है.'],"यदि भोजन समाप्त हो जाता है, तो वह स्थान धोया जाता है और उसे फिर से साफ़ किया जाता है ।",दक्षिण अफ़्रीका में कई लोगों के भोजन की तैयारी की जा रही है और उन्हें खाने के लिए कुछ स्थान धोया जाता है.
1200,450,['उनके बिखरे हुए अवशेष आज तक मुसलमानों के प्रति घोर घृणा का भाव रखते हैं.'],"उनकी तितर - बितर होती जा रही है, फिर भी सभी इस्लामी लोगों से नफरत करते हैं ।",पाकिस्तान में इस्लामी चरमपंथियों के बीच लड़ाई तेज़ हो गई है और इसके बाद अब तक क़रीब तीन लाख लोगों की मौत हो चुकी है.
1201,451,['कौटिल्य ने अशासकीय न्यायालयों को उतना महत्व नहीं दिया है जितना कि मनु ने दिया है.'],काज़ुआ वही महत्त्व नहीं रखती जो आम अदालतों को मानू कहते हैं ।,काज़ुआ को लेकर लंबे समय से बहस चल रही है और इसका असर कई लोगों पर पड़ रहा है.
1202,452,['गड़गड़ाता हुआ वह विशाल पत्थर गौतम बुद्ध की ओर चला पर आधे रास्ते पर वह एक भारी चट्टान से टकरा गया और चूर-चूर हो गया.'],"पत्थर ने भारी बल से लुढ़का दिया, लेकिन अपने तरीके से वह एक कठिन चट्टान मारा और कई टुकड़ों में टूट गया.",दक्षिण अफ्रीका की राजधानी ढाका में एक पत्थर ने अपने चट्टान को हिलाकर रख दिया.
1203,453,['हमें यह भी देखना होगा कि हमारा मुल्क क़्या कर सकता है और क़्या नहीं कर सकता.'],हमें यह देखना होगा कि वह जाति क्या कर सकती है और क्या नहीं कर सकती ।,बीबीसी हिंदी के विशेष कार्यक्रम 'एक मुलाक़ात' में हम भारत की जाने-माने लोगों की ज़िंदगी के अनछुए पहलुओं से आपको अवगत कराते हैं.
1204,454,"['इस बात के आधार पर कि मिस्टर छोकर को बातचीत के लायक इंग्लिश आती थी और उनकी बेटी और बहू इंग्लिश अच्छी तरह से जानती थीं, अऑफ़िसरों ने निर्णय लिया कि दुभाषियों की ज़रूरत नहीं पड़ेगी भाष्;']","अधिकारियों ने न्याय किया कि अनुवादकों की ज़रूरत नहीं होगी, आधार पर कि श्री चॉक के पास कुछ बातचीत अंग्रेज़ी और उसकी बेटी और बेटी अंग्रेजी में निपुण थे।",श्री चॉक के पास अंग्रेज़ी भाषा में बातचीत करने वाले और उसकी बेटी के अनुवादकों को गिरफ़्तार किया गया है.
1205,455,"['सुँघनी लेने वाले कुछ युवाओं को नशा चढ़ जाता है, तो दुर्घटनाएँ हो जाती हैं और कुछ के स्वास्थ्य को हानि होती है.']",कुछ युवजन जो धूम्रपान करते हैं जब वे नशे में होते हैं और उनके स्वास्थ्य को कुछ ज़्यादा ही हानि पहुँचाते हैं ।,धूम्रपान और नशे की वजह से कई लोगों के स्वास्थ्य पर असर पहुँचता है ।
1206,456,"['जैसाकि सर जार्ज वाट ने लिखा है, इन अभिव्यक्तियों का प्रयोग पर्यायवाची रूप में होता था और सर्वाधिक प्रचलित नाम सन का संबंध उसी भ्रम से होता था जो बाद के वर्षों में अंग्रेजी अभिव्यक्ति हेम्प का परिचायक था.']","सर जॉर्ज वाट ने कहा, ये शब्द समान रूप से इस्तेमाल किए जाते थे, और अधिक सामान्य रूप से प्रयोग किए गए शब्द का साथ उसी गड़बड़ी के साथ जोड़ा गया था जिसने बाद में अंग्रेजी अभिव्यक्‍ति 'वहम्प.",ब्रिटेन के जाने-माने वैज्ञानिक सर जॉर्ज वाट ने कहा है कि उन्होंने अंग्रेजी भाषा में प्रयोग किए गए शब्दों को 'वहम्प' कहा था.
1207,457,['4 जनवरी 1925 को कवि और उनके साथी एलम्हर्स्ट ने अपनी मेजबान से विदा ली और ब्यूनस-आयर्स के लिए रवाना हुए.'],सन्‌ 1925 में कवि और उसके साथी टरी ने अपने मेज़बानों को अलविदा कहने का आदेश दिया और जहाज़ की हवा से रवाना हो गए ।,कवि एलिज़ाबेथ द्वितीय ने अपने मेज़बानों को अलविदा कहने का आदेश दिया था.
1208,458,['जब सZविधान में भाषा का अंश सम्मिलित कर लिया गया तब वे सब जिसमें मुसलमान भी थे और उसके विरोध में थे यथासंभव शांत हो गये.'],"फिर इसके पश्चात भी, जिन लोगों ने इनकार किया था, उनके लिए जिन्होंने उसका विरोध किया था, वे सब के सब उस धर्म के अधीन हो गए जो मोमिनीन को दे दिया गया था ।",मोमिनीन को इस्लाम के पवित्र स्थलों में से एक माना जा रहा था और इसके बाद उसकी वापसी हो गई थी ।
1209,459,['परंतु भारतीय राजनीतिक व्यवस्था को संघीय अथवा फेडरल कहना बड़ी संदेहास्पद बात है.'],लेकिन यह अत्यधिक संदेह है अगर भारतीय राजनीति को संघीय रूप में वर्णित किया जा सकता है.,भारतीय जनता पार्टी के नेतृत्व में राष्ट्रीय जनतांत्रिक गठबंधन (आरजेडी) स्थापित किया गया है.
1210,460,"['वे बताती हैं कि टीवी की सासुओं के विपरीत, वे न तो भावनात्मक सुरक्षा के लिए बेटों से लिपटती रहती हैं, न ही प्रेम विवाह के लिए उन्हें मना करती हैं.']","सिंह टीवी माँ से अलग कहते हैं, वह न तो अपने बेटों से भावात्मक सुरक्षा के लिए चिपकती है और न ही उसने उन्हें प्रेम के लिए शादी करने से रोका.",भारत के दक्षिणी राज्य तेलंगाना के रहने वाले सिंह ने अपने दो बेटों को शादी करने का फ़ैसला किया है.
1211,461,['बीसवंए दशक में रेलवे प्रबंध में ऋआंतिकारी परिवर्तर्नसा आया.'],रेलवे प्रबंधन ने बीसवीं सदी में 'एक लगभग क्रांतिकारी परिवर्तन' का अपहरण किया.,भारत में रेलवे प्रबंधन के नए दौर की शुरुआत हो गई है. इस दौरान यह पहली बार हुआ.
1212,462,"['मुख़्य प्लास्टिकों ( पी.वी.सी., एच.डी.पी., एल.डी.पी. तथा पोलिस्टरीन ) का उत्पादन सन् 1979-80 के 1,60,000 टन से बढ़कर सन् 1984-85 में 2,82,000 टन तक होनी की आशा है.']","मुख्य प्लास्टिक - LBBC का आउटपुट, HDP, LDP और पॉलीस्टर - पॉलीनॉन - RRB - RB - सन्‌ 1979 में 1,60,000 से बढ़कर 2,8,000 टन टन की वृद्धि की उम्मीद की गयी ।",प्लास्टिक और पॉलीनॉन के बारे में हम आपको बताते हैं - यह बात अब तक की सबसे बड़ी उम्मीद की जा रही है ।
1213,463,['पुलिस का कहना है कि ताहिर हैदराबाद पुलिस की हिरासत से 1993 में फरार हे हरकत-उल-अंसार के संदिग्ध सदस्यों में से एक हो सकता है.'],पुलिस दावा करती है कि Thfafagaaaka के संदिग्ध सदस्यों में से एक हो सकता है जो १९९३ में हैदराबाद पुलिस के हिरासत से बच निकले.,हैदराबाद पुलिस ने दावा किया है कि उसने Thfafagaaaka नाम के एक संदिग्ध को गिरफ़्तार कर लिया है.
1214,464,['बगावत के परिणामस्वरूप मरने वालों की संख़्या अनगिनत थी क़्योंकि अंग्रेजों की बदले की कार्रवाई बर्बरतापूर्ण थी.'],"यह संख्या उन लोगों की गिनती से कहीं ज़्यादा थी जो महज़ गिनती में मारे गए थे, क्योंकि ब्रिटिश हत्याएँ हिंसक थीं ।",ब्रिटेन में ब्रिटिश हत्याओं में मारे गए लोगों की संख्या तीन लाख से ज़्यादा हो गई है.
1215,465,['भारत के संघ होने पर जोर देने के पीछे आशय यह था कि यह संघटक इकाइयों के बीच किसी संविदा या समझौते की उपज नहीं है बल्कि उस संविधान सभा की घोषणा है जिसने अपना प्राधिकार भारत के लोगों से प्राप्त किया है.'],भारत में एक संघ होने पर यह तथ्य स्पष्ट करना था कि यह रिश्‍तेदार इकाइयों के बीच एक समझौता या समझौता का परिणाम नहीं था बल्कि भारत के एक व्यक्‍ति से अपने अधिकार को स्थापित करने के द्वारा एक घोषणा द्वारा ।,भारत और चीन के बीच बातचीत के दौरान यह तथ्य सामने आया था कि भारतीय रिश् तेदार इकाइयों ने भारत में एक संघ का गठन किया था.
1216,466,['रासबिहारी बोस लापता हो गये और बाद में दक्षिण पूर्व एशिया में उन्होंने अपनी गतिविधियां फैलायीं.'],राम बीहरी बीकी गायब हो गया और बाद में दक्षिण पूर्व एशिया में भारत के स्वतंत्रता आंदोलन को पूरा करने में एक बड़ी भूमिका अदा की ।,राम बीहरी बीकी की मृत्यु के बाद भारत के स्वतंत्रता आंदोलन में एक बड़ी भूमिका अदा की गई थी ।
1217,467,['यही वजह थी कि उन्होंने लंदन से लिखी गई एक चिट्ठी में मजाकिया मिजाज के साथ लिखा था :? शायर हाफिज ने समरकंद और बुखारा की तमाम दौलत को अपनी महबूबा के गाल के काले तिल पर लुटा देना चाहा था.'],यह शायद बाद में लंदन से अपने लेखन के बारे में समझा दे । ”,ब्रिटेन के जाने-माने लेखक माइकल ग्रेनेड ने अपना लेखन शुरू किया है ।
1218,468,"['क्या गैराज सुव्यवस्थित और कार्यकुशल लगता है, और क्या वहाँ के कर्मचारी सहायक हैं?']",क्या गैर - कानूनी तरीके से और असरदार तरीके से काम कर रहे हैं और इन पर कर्मचारी काम कर रहे हैं?,क्या आपको पता है कि नौकरी के लिए काम करने वाले कर्मचारी किस तरह से बर्बाद हो रहे हैं?
1219,469,"['राजपूत राज दरबार, कला, साहित्य, कविता और नाटक के केंद्र बन गये.']","राज - दरबार कला, साहित्य, कविता और नाटक के केंद्र बने ।",मुंबई के राज - दरबार में अब तक की सबसे पुरानी घटनाओं में से एक रहा है ।
1220,470,['जब एक व्यक़्ति अपने निर्वाचक समूह के प्रति उत्तरदायी और उनके वोटों पर निर्भर नहीं होता तब तक उसय पर उनके लिए भरसक कोशिश करने का भरोसा नहीं किया जा सकता था.'],"जब तक कि किसी व्यक्‍ति को वोट देने की ज़िम्मेदारी नहीं दी जाती, और उन्हें वोट देने के लिए उन पर निर्भर नहीं किया जा सकता था, वह उनके लिए अपना भरसक करने पर निर्भर नहीं किया जा सकता था ।",चुनाव के दौरान कई व्यक् ति को वोट देने की ज़िम्मेदारी दी जाती थी और उन पर निर्भर किया जा सकता था ।
1221,471,['वैद्य के बयान ने पार्टी हलकों में हलचल मचा दी.'],वार्म्या के कथन ने पार्टी के घेरों में एक गुलदस्ता बनाया.,ब्रिटेन की विपक्षी पार्टी यूनाइटेड के नेता वार्म्या ने कहा है कि उन्होंने सत्ता में वापसी की कोशिश की.
1222,472,['वहीं आप्रवासी भारतीयों की राजनैतिक पकड़े होने से उन्हें पश्चिमी देशों में अपने कारोबार में मदद मिलेगी.'],"कम से कम दानिक विमान विमान, NRIm'राजनीतिक clioletin पश्‍चिम में अपने व्यापार को आगे बढ़ाने के लिए सेवा करता है.",पश् चिम में एक विमान सेवा शुरू होने के बाद अब यह बात सामने आ रही है.
1223,473,"['यह एक प्राचीन समूह है जिसके जीवाश्म 250,000,000 साल पुराने भूवैज्ञान्Lक-स्तर में पाए जाते हैं.']",वे एक प्राचीन समूह हैं ।,नाइजीरिया में क़रीब तीन हज़ार लोगों की मौत हो गई है और उन्हें कई साल तक लापता किया गया है.
1224,474,['ऐसे समय में वह उथले दोहराव से भरे और बासी प्रतीत होने लगते थे.'],ऐसे समय पर वह बार - बार ऐलीट्‌स्‌ और एक्स - रे बनने की कोशिश करता था ।,दक्षिण अफ़्रीका के रहने वाले डेविड बॉम्बे ने अपने तीन साल पुराने जीवन की शुरुआत की थी ।
1225,475,['ग्रामीण समुदायों की आत्मनिर्भरता की दिनचर्या और इससे जुड़ी अन्य बातें इस देश की ही कोई विशिष्टता नहीं थीं.'],गांव समुदाय और उसके सेवक सुविधाओं के स्व-शिक्षित जीवन इस देश के लिए विशेष नहीं थे.,भारत की राजधानी दिल्ली के एक गांव में रहने वाले लोगों की संख्या बढ़कर तीन हज़ार हो गई है.
1226,476,['घर के कामों के लिए मदद'],घर के कार्य में मदद,घर की मदद करने के लिए लखनऊ के एक गांव ने अपने घर का काम शुरू कर दिया है.
1227,477,"['यदि तहलका पर सीधे हमल किया जाता तो सरकार की ईमानदारी पर शक होता, ईक है']",यह वास्तव में बुरा लग रहा होता अगर टेवेलका सीधे निशाना रखा गया होता.,टेवेलका और उसकी पत्नी के बीच लड़ाई तेज़ हो गई है. इसके साथ ही उन्हें डूबने की भी ख़बरें आ रही हैं.
1228,478,['सारे हिन्द महासागर से निकोबारी लोग लगभग समुद्री डाकुओं की तरह बदनाम थे.'],भारत के समुद्री तटों से भी ज़्यादा बेहतर होने के रूप में निकोबारी कुख्यात हो गया ।,समुद्री तट निकोबारी के कुख्यात निकोबरी का नाम लिया गया है और वो अब तक के सबसे पुराने क़िस्से में शामिल हो चुके हैं.
1229,479,['सूअरों का सामान्य तापमान 38.3 से 40 दर्जे सेल्सियस ( 101 से 104 दर्जे फॉरनहीट ) और औसत तापमान 38.9 डिग्री सेल्सियस ( 102 डिग्री फॉरनहीट ) होता है.'],"सन्‌ 383 से 40 डिग्री सी - 30 डिग्री से लेकर 30 डिग्री F -RR के बीच, औसत स.9 डिग्री C - 10 डिग्री F - 10 डिग्री है.","अंतरराष्ट्रीय ऊर्जा एजेंसी के अनुसार, अब तक के सबसे बड़े आंकड़े में से एक है - सी."
1230,480,"['इसी भ्रमण के दौरान सुभाष की भेंट रामकृष्ण मिशन, वाराणसी में स्वामी ब्रह्मानन्द से हुई, जो उनके परिवार को अच्छी तरह जानते थे.']","अपने दौरे के रास्ते में, वह बेनमिशना मिशन पर स्वाम्मू ब्राआ से मुलाकात की जो काफी अच्छी तरह से परिवार को जानता था.",दक्षिण अफ़्रीका की राजधानी ढाका में रहने वाले पाकिस्तानी नागरिक मोहम्मू ब्राआ तीन दिनों के दौरे पर हैं.
1231,481,"['तिरूमयम स्थित विष्णु गुफा मंदिर, जिसमें शयन विष्णु मंडल है, एक प्राकृतिक गुफा विवर है, जिसे पोरूम्बीदुगु मुत्तरैयार की एक रानी ने मुखाग्र स्तंभों और अन्य विशेषताओं के सहित एक गुफा मंदिर में परिवर्तित करवाया और यह संलग़्न शिव गुफा मंदिर सत्यगिरीश्वर के कुछ समय बाद का होगा.']","सिशन की गुफा में, जहाँ पर वेवमवीम समूह है, एक प्राकृतिक गुफा 'एक गुफा' में बदल गया है, एक गुफा के साथ एक गुफा खम्भे के साथ एक गुफा में बदल गया है और दूसरी विशेषताओं के साथ पेरू के Paragiugagagagagad की रानी और तारीख से कुछ समय बाद की गुफा से अधिक होगी.",दुनिया की सबसे बड़ी गुफाओं में से एक में बदलाव हुआ है और दूसरे में ख़त्म हो गया है.
1232,482,['आठवीं लोक सभा में? शून्य? कार्यवाही में अधिक से अधिक समय जो लगा वह 32 मिनट था.'],आठवें Laky के दौरान'शून्य' कार्रवाई किया अधिकतम समय 32 मिनट के लिए आया था.,दक्षिण अफ़्रीका में लड़ाकू विमानों की कार्रवाई के दौरान सैकड़ों लोग मारे गए हैं.
1233,483,"['अधिक संख़्या, गीली भूमियों पर चरना, पर्यावरण तथा खुराक में एकाएक परिवर्तन होना भेड़ों की बीमारियों के कुछेक मुख़्य कारण हैं.']","कम से कम देशों में फ़ीड, अचानक वातावरण में परिवर्तन और फ़ीड भेड़ में बीमारी के कुछ मुख्य कारणों में से हैं.",ब्रिटेन में फ़ीड भेड़ बीमारी का सबसे बड़ा कारण है. यह जानकारी स्वास्थ्य मंत्रालय के अधिकारियों ने दी.
1234,484,"[""वह बड़ै धैर्य से कहती है,'' लग अब मेरा मजाक उड़ना बंद कर देंगे.'' उसकी भाभी कहती हैउ,'' उसकी शादी होते देख आज मैं अपने आप को भत हल्का महसूस कर रही ंं.''""]","“ लोग अब मेरे बारे में मज़ा करना बंद कर देंगे, ” वह कहती है जो उसकी एक समय की भावना में एक समानता मिल रही है लेकिन हताश बहन-ओन: “जब उसकी शादी हुई, तो मुझे लगता है कि आज मुझे बहुत अच्छा लग रहा है । ”",दक्षिण अफ्रीका में रहने वाली बहन-ओन का कहना है कि वह अपने बारे में लोगों से बात कर रही है.
1235,485,"['एक क्रोमोसोम के कुछ भाग का दूसरे क्रोमोसोम में विनिमय, एक अवसर भी है और बदलते हुए वातावरण के अनुरूप बनाने के लिए अज्ञात बलों द्वारा प्रेरित एक आवश्यकता भी है.']",इस तरह वे बदलते माहौल के मुताबिक खुद को ढाल सकते हैं ।,लॉकडाउन के दौरान कई लोगों को ढालने की कोशिश की जा रही है ।
1236,486,"['मद्रास डिस्ट्रिक़्ट गजेटियर्स - दक्षिणी आर्काट जिला ( 1906 : पृ0 316-317 ) में रामलिंग के जीवन के विषय में एक संक्षिप्त विवरण प्रकाशित हुआ, जिसके Zकुछ अशं नीचे उदधृत किये गये']","मारास जिला ड ग्यूट्ट जिलार्स दक्षिण चापोटिनो - 1906- 1906: पेज 3166817 - RB-RB-RB का एक संक्षिप्त वृत्तांत दिखाया गया है, जिससे कि नीचे दिए गए डब्बे दिए गए हैं:",दक्षिण चापोटिनो में ड ग्यूट्ट जिलार्स के बारे में लिखा गया एक संक्षिप्त वृत्तांत.
1237,487,['कोई साधारण विधेयक पास करने के लिए उपस्थित और मतदान करने वाले सदस्यों का साधारण बहुमत अपेक्षित होता है.'],"एक साधारण बिल को पार करने के लिए, उपस्थित अधिकांश सदस्यों और वोट देने की माँग की जाती है ।",ब्रिटेन में विधानसभा चुनावों के लिए प्रस्तावित नए बिल को मंज़ूरी दे दी गई है.
1238,488,"['जबकि पश्चिमी चालुक़्य लिंग पीठ अधिकतर वर्गाकार हैं, राष्ट्रकूट लिंगपीठ जैसे एलोरा गुफा क्रमांक 15 और 16 और गणेशलेना गुफा में वृत्ताकार हैं.']","जबकि पश्‍चिमी चाउंगा में प्रवेश कर रहे हैं _BAR_ डिफ़ॉल्ट वर्ग वर्ग है _BAR_ जैसा कि Elellaas 15 और 16, और गानेली गुफाओं के रूप में _BAR_",पश् चिमी और गानेली गुफाओं के बीच लड़ाई तेज़ हो गई है. इसके साथ ही उन्हें चाउंगा में प्रवेश करना पड़ रहा है _BAR_
1239,489,['बंगलौर में अपने संक्षिप्त प्रवास के दौरान न ही सिर्फ उन्होंने? योगायोग? उपन्यास समाप्त किया बल्कि इसके साथ ही एक दूसरा उपन्यास? शेषेर कविता? ( अंतिम कविता ) भी पूरा किया जो कोलम्बो यात्रा के दौरान शुरू किया गया था.'],बैंगर में इस छोटे से रहने के दौरान वह न सिर्फ योगाओ में रहता है बल्कि एक और बात पूरी भी करता है जो उसने हाल ही में कोलंबो के अपने सफर के दौरान शुरू कर दिया था...,दक्षिण अफ्रीका के योगाओ शहर में रहने वाले और अब तक के सबसे छोटे से व्यक्ति का नाम है.
1240,490,['ग्रामीण बाज़ार की मोटे तौर पर उपेक्षा ही की गयी है.'],गाँव के बाज़ार में और बड़ी नज़रों से नज़रअंदाज़ किया गया है ।,पश्चिम बंगाल के क़बायली गाँव के बाज़ार में अब तक तीन लोगों की मौत हो चुकी है.
1241,491,['एल एस डी का उत्पादन अवैध ढंग से किया जाता है इसकी अति लघु मात्राओं को ब्लॉटिंग पेपर के छोटे चौकोर टुकड़ों मं जज़्ब कराया जाता है जिन्हें सेवन करने वाले बाद में अपनी जीभ पर रखकर सेवन करते हैं.'],LSD को ग़ैरकानूनी रूप से बनाया जाता है: मिनट मात्रा को काटा जाता है जो फिर जीभ पर पिघल रहे कागज के छोटे वर्ग में लगाया जाता है.,ब्रिटेन में LSD को लेकर विरोध प्रदर्शन जारी हैं. इसके साथ ही यह बात सामने आई है कि किस तरह की दवाओं का इस्तेमाल किया जाता है.
1242,492,['फोन ः 01624 687025'],फोन : 01624 687025,عکس های زیر را می بينيد برای صفحه صدای شما. اگر نظرات شما رو به رو داشته باشند.
1243,493,"[""' तल'के केंद्रीय हर्म्य को घेरने वाले हार और हर्म्य के बीच में एक संकीर्ण परिक्रमा पथ भी हो सकता है जैसा कि धर्मराज रथ में हैं, जहां सभी तलों पर एक एक गर्भगृह है और सभी तल क्रियाशील हैं.""]",इस वजह से वे एक - दूसरे के साथ मिलकर काम कर पाते हैं और उन्हें एक कोठरी में डाल देते हैं ।,दक्षिण अफ्रीका में रहने वाले डॉक्टरों की संख्या बढ़कर तीन हो गई है और उन्हें कई चीज़ें मिली हैं ।
1244,494,"['उनका कहना था कि इटली, जर्मनी और जापान जैसे ताकतवर मुल्कों से क़्यों दुश्मनी की जाये? ब्रिटेन के हर दुश्मन को दोस्त समझा जाये, राजनीति में आदर्शवाद के लिए कोई जगह नहीं है, राजनीति का ताल्लुक ताकत और मौका पड़ने पर उस ताकत से फायदा उठाने से है.']","इटली, जर्मनी, और जापान जैसे शक्‍तिशाली राष्ट्रों का विरोध क्यों करें, उन्होंने कहा: ब्रिटेन के हर दुश्‍मन को एक मित्र के तौर पर व्यवहार करना चाहिए: राजनीति में आदर्शवाद का कोई स्थान नहीं है, जो खुद को शक्‍ति और इसके इस्तेमाल के महत्त्व की चिंता करता है ।",ब्रिटेन के राष्ट्रपति डोनल्ड ट्रंप ने कहा है कि शक् तिशाली राष्ट्रों का विरोध करना चाहिए.
1245,495,['इस उग्र आंदोलन के मुख्य संगठक थे वीरेन्द्र धोष.'],बर्ड्रा गाश इस आतंकवादी आंदोलन का मुख्य आयोजक था.,अफ़ग़ानिस्तान की राजधानी बर्ड्रा गाश में आतंकवादी आंदोलन शुरू हो गया है.
1246,496,"['दुर्भाग्य से, हकीकत यह है कि आइएएस या आइएफएस प्रतियोगिता में सफल होने के बाद बाकी सेवाकाल बिना प्रतियोगिता के ही कट जाता है.']","दुःख की बात है कि भारतीय वास्तविकता यह है: एक बार जब आप भारतीय प्रशासन या विदेशी सेवा पार कर चुके हैं, तो बाकी प्रतियोगिता के बिना सेवा कर रहे हैं.",भारतीय मूल के लोगों के लिए यह दुःख की बात है कि वो अपने देश में काम कर रहे हैं.
1247,497,['शायद हिंदू महासभा से इसका कोई ताल्लुक नहीं हो.हो सकता है कि यह महज कुकुरमुत्ते की तरह से उग आयी हो और इसकी सरपरस्त हमारी मेहरबान सरकार हो.'],"शायद यह हिंदू स्थाआ से जुड़ा नहीं है, और शायद यह केवल हमारी आदरणीय सरकार द्वारा एक व्यापक वृद्धि हो सकती है ।",पश्चिम बंगाल की राजधानी लखनऊ में एक नई तस्वीर सामने आ रही है जिसमें यह कहा जा रहा है कि 'हिंदू स्थाआ' के बारे में कुछ ऐसा नहीं है.
1248,498,['पिछले वर्ष की शुरुआत में वे राज्यसभा सदस्य बनने की उमीद में थे.'],सन्‌ 2000 के शुरूआती सालों में उन्होंने राज्या स्थाह से कोई लेना - देना नहीं चाहा था ।,ब्रिटेन के पूर्व प्रधानमंत्री और राज्या स्थाह के संस्थापक डॉनल्ड ट्रंप ने अपने जीवन का सबसे बड़ा हिस्सा लिया है ।
1249,499,"[""पिल्लैयारपट्टी ( जिला रामनाथपुरम ) में एक अप्रचलित लिपि में खुदे शिलालेख युक़्त चट्टान में काटा गया गुफा मंदिर भी आरंभिक पांड्य गुफा मंदिरों में से एक है जैसा कि उसी जिले में कुन्नक़्कुडी स्थित शिव गुफा मंदिर क्रमांक ईईई में, एक अन्य लिपि में उसे'मासिलिसवरम'कहा गया है.""]","Pamaapaay-LB-LB-LB-RB-RB- एक अभिलेख के साथ एक अभिलेख के साथ भी शुरू Pandi-या गुफा s sakaaaaaaaaa- s पर भी, जो उसी क्षेत्र में एक और नाम दिया है, एक छोटा नाम है।",दक्षिण अफ़्रीका में बड़ी संख्या में लोगों ने गुफा s sakaaaayaa पर एक और नाम दिया है.
